leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId,puuid,summonerLevel
90dc7b86-18f5-440e-9a72-9ca1fcf9af00,RANKED_SOLO_5x5,SILVER,I,cEgO47CPymDkDz0vGIArHHxaGP6n_qJKb404KE388CeZrzOU,A White bunnyy,0,22,12,0,0,0,0,9BblE9Y5VY2F0NH_3Km_RXP2hQGIt_bMS2M3HFyRGK4yVJvMYS9__PkK,N_bDD38OTMvacoQEGpU_FFSIqKkMy8T4kw6_VAUZ4H2rzy0hZYVTb-Bb8VW36gUMtHzBdi0R8HlYhg,41
2d46cb13-9bf6-40f0-a17f-7a0c50b44692,RANKED_SOLO_5x5,SILVER,I,-3rMnQSj2paw-EKmuV28hkUtZzWJiA77kTKFEYwZK21yafzu,Hs August,0,26,22,0,0,0,0,fzwdZkJJmPzHLjGUSOtyvQNOEXY-grD-puqx6oe0X6UHsnxAENv_qgIf,431fjiu8Oj61etLtH0E8Ziqy-nCi8aVUwLLA-s_cfbzEGqPaPPeDY8G3i-3L2hyZRxz67AXdSsdwfw,45
50be0b22-cb5b-458b-be45-3328e43846cc,RANKED_SOLO_5x5,SILVER,I,990FICc5sWBcapAPK_Z9uTNHNF4pEmyA49Oaxs9iNwWEHTp_,Yung Krunch,0,11,26,0,0,0,0,dH6SbdEvcAbRXZzJyISB_HpFxsL6shlL0249AooaExeAFX7cDxwTuFET,oQnQA8qW2kBFtaO2F61g_dRDhH2Qe_2b15JVSbH-NJ9Vqr8nfUaRpSS1g0pXOCwSZSMHNcop__7gzQ,66
cc816df1-642d-4fa1-9ef2-ee1d441843df,RANKED_SOLO_5x5,SILVER,I,RPUJUiDdOZAgtF5EhsEKg67788u-OU3272Sj12lNSVfxikkW,BBQSAUCEONMYTTZ,7,252,264,0,0,0,0,OlIcTKx83dnuaX4Oo6hpgLwW9iq-c-2iad7H4qFEMTB-BAM4-uYqj97F,geSaYO1_SH1WdDdAE5pLnT3T4oGo2EKg51rljk68eIWlX_WxC3Yx6cP3FzwLaCGxMwSWJbIFz0knQA,165
a39369ae-dd03-40e7-9de6-96028af48fb7,RANKED_SOLO_5x5,SILVER,I,Q28lO8i2HWAnwCDVv5PWavAXef3QAo_fSZnDKIUgeGeyw61g,IRL Chad,100,97,92,0,0,0,0,inLZCOAYXIViQQlvnaWDqHbC01j2Khv4G7lpJS-0_4aKZsWH0OU44nEG,cYINi-ZrLXNeKCAj_zoXAF18WcknJTNYJVupSAyEB6TLBG6Evp-_iaz0GW9WltlM-tlO-1abKMDJsA,61
99b8805d-46ef-4627-93d3-7e6ccf71a573,RANKED_SOLO_5x5,SILVER,I,n748njiDxkE-ofpRgrmLZn_VRjKF5wwv3QYMzUy4PCGiCvaR,Lewd Thots,55,9,5,0,0,0,0,0OWG0YdG-29aZ0AYq0MVir6Hz5wBtYBvEGRUcGcWgwIvBu76h9oKc5XY,lSCMRHk4s795Nd64xIZSi_RMKqb_fUGi3FqHeXfQRV5jkrtOG8kRG4gN1697QEf3gFSy1XX2vqCNbA,41
2d42538c-24df-466a-8950-01c34951d9ff,RANKED_SOLO_5x5,SILVER,I,o1QIxre9RC00WEwi9wG2icc-L-bLfyQOUZQ0wIDwHG0SpCxW,Nodelusionz,45,70,54,0,0,0,0,Siqh_bf7kkB-_R-md3ShbSrgjujWN93qJ67P__Ev8Zv_m3K2qQi6aq5U,gtUVPlxQ_228BpDNbQuaUvAewlEKpo99ZIJVTP1YOnkVhb0d3jvKnEPrSPHaUT70Ps2rRp4_TyG_bQ,105
82ccf635-8dca-4bce-a87d-14472dd8022e,RANKED_SOLO_5x5,SILVER,I,-A5ZydjpjhHY6Nk496nl6JwjbnVP_BpmSWmuX0ECsT_P-ATu,Cayal55,77,130,127,0,0,0,0,CwclZ5YbdribeUlFX9-09TGIIuFgOUwaKlYTrK8iCw-eqdvnk8p6MxEs,bVKi_SdKOrc0GoGCwjJHKdxNtS-cdwp1zxWFfr1S_-BqpdJ6BR2TtYFBiQtecuPPyWpZ3bp5dX5djw,103
0b5a8929-1400-4510-b784-26caae335795,RANKED_SOLO_5x5,SILVER,I,uQk8FpUMwkqBo-e0HiifBKi1lr8itI0yHUaTXV2BePBFVu6C,Onym,37,39,34,0,0,0,0,tIq9mrBl1ZWtyl0MdRktaQH2jWCTv6aD2fBrCLArTTEP0Upj9OoWD9KU,dYMSFniMuMXRj3aona7RzhlOvePuENL0HBoIDEAMnTmh7D70YfOUDTOWHFDKUatiGRX2PnuqIjZQdQ,59
7b706f42-3cc8-4ce0-878f-ee534d84de91,RANKED_SOLO_5x5,SILVER,I,XI3n_eqw3IyC7sBObvhGugXNukVzv51ZvYUZEp7UEqEtB7eJ,ImNotToxicPlayer,50,75,78,0,0,0,0,SWU0sp7guAK7zSUYAyctrDrylS4jlLA6W-o9jtuZM5BDWcYRTnSSGEtH,aflSPUYPQjH0B3KSaxsGk7eCNkHzszXSs9zKu-i-3loDIHCixhaJ3Ocn9VxVPAOH9mt2TZFUqS30Lg,63
66d32fb3-757a-4e92-ac2c-dad2bce17025,RANKED_SOLO_5x5,SILVER,I,Y6QbOXAEUSZmIRq_0Xow_BCtBRPZvn2N_1GsKxbxEYiSURRQ,Catgirl Chipotle,59,28,22,0,0,0,1,RpnaAusyqTO6iUoc3Ohzg6RtjUdpyFQJvCsqm_M2VhrSY44NhhX0iVht,zdD6JZW6updY1KUcvpmLyXxkwfUzT4dCXNmybXZwXeb8kRpERN4I7KjiV8TEuBCdfV9OyJ18cMlOOQ,73
83bfa682-e7f1-441e-937c-90450abaa2e3,RANKED_SOLO_5x5,SILVER,I,eHkz061KV0anNelJSMvJTz0Kb_Es4_HSvLoA3duyllSAGtuK,Master Yiiizus,57,213,217,0,0,0,0,-vuTB97JZz_oAqmtbCopEJSz20Egrq6seViSxFMFCdi89DbsalWnRfEz,MHO6fTrjslVE7_40B5F1Cnr4ejpq2Ft40vKWcv650FpW_Zf5mEDL6_HTyaL12p3Xr5C2T075eAs0dA,78
812942ad-2f9e-4784-af3e-cdf938c72c3e,RANKED_SOLO_5x5,SILVER,I,NtWNLaqniyEmkj3_rnV-RcC0F1FUI8VDSYu7JX9e0gzj957I,SoloDestroyOnly,75,154,163,0,0,0,0,nggVnYF5bcLk04DP77gE6Y87sGhPkQPFmS2l18S40Yqx3aEaRI0_7YVt,W4bWLnC4GmIom3bxo5N1H_wknvBUG_1OlFqgtLMnpgrvVPgrKIxudy9XxpHkdAThrT51AJPavHcIsQ,90
bfe05c1b-92a4-405e-8723-729c8983750b,RANKED_SOLO_5x5,SILVER,I,KLv810MZgb5vBKa3IqWu66xt6onN5_JT1vy2Tjz_Ru-c4Dtk,Flux Exalt1,57,40,31,0,0,0,0,uRJ2vMRm-RKq8M2_vDxwQggwTgRLA2hpMBBBMtIYZbu1GxQnL82WaYHA,-xRt5Ls1GEc_AiOfiBwCPlidLS3GHqWovO1tCLOHKlx1fjU2eny-vkfRZJ7kPTnB5S-PEFSJSIdDPA,42
bd2ac252-5150-4ef2-b802-0f797608e780,RANKED_SOLO_5x5,SILVER,I,n8ZyKr5LBhnRVFCW5nz9g6GCktJ08choOd_eoT-5ywibB4x8,flaxsmoker123,41,58,50,0,0,0,0,qZR9mcNYhNUlGccumwiUUfYjfNDkmS07b289IXG6_U4d8KTRDUeKsjEK,bEnhUO7XjQ8JBC_OTrfJx0n6w4kvV11O7_4-WulF0p2nS9VgbdRDx562XzTlEPpM7jUdSsVgughjFw,82
9684a796-193b-4d40-95b7-dd0a4b444b96,RANKED_SOLO_5x5,SILVER,I,B4WqlMlXKSCU4OSntutd7ycW4bPgdxwm0fol5XlrcqlTtm7C,I want die 69,26,25,20,0,0,0,0,B_9avF7c69DDbF5ANLK14LX7ojlyhFFH954SFfyrqEdzs8E,4ya1icEbDY8jIMM786j90qXORoq8ACiiZ1qHYbbo7b9TiU5I0dNNHwVL1CLZqibiJ8UJiPacTJBmMA,35
213759d4-6b4e-4e00-adc3-eef212dde547,RANKED_SOLO_5x5,SILVER,I,TAaj1bmDX1veUN1zzTmrgc3X17dwmOwCUzrq-mqXq2yM3q4L,xerzss,49,106,89,0,0,0,1,FhJZ1_M4WDU6YGEcUN_L0GRwmlIpeP-Q_lIn3XHitJjjS7W2h-Oob8AD,z_x5QJTVxrEN86gQPtveB_15WRdeJpfsBfSCciwVemRX-VGX5W2R5NpKjavb2A9qzqu4SVE2Y7tetQ,79
37b0cb1a-3d59-416b-aa5b-2b4b7cd1cafe,RANKED_SOLO_5x5,SILVER,I,Jqxw2f92e5HrrC3ji8X_fgnBYVgdb7-gl0A2bbfKnPtKah3L,xkamenn,70,39,37,0,0,0,0,s-imrNrCyuyF7pSJPKzR84ApxpaTr0ZPJbmxeOIxJxmnWcXRLD8_sonf,zjnrQxaUoCpjO_3Ixg13T8J2Fs-Ece3IFgGybD9SN416NY8VVazKBYtx6FwqAHMgSJ6Jy1KVWCFkQA,39
e97a9c77-358b-45c4-b438-6ed58a457c93,RANKED_SOLO_5x5,SILVER,I,oN8E7EBr-tJ1E7-ALtd-WzO_ojqS9cn4QmkOiirHHkGIIp3Y,WoolyBoBooly,100,158,148,0,0,0,0,rkzGgWYk_BVohm8aIHNBVzf2ej0MIc5eNo01ZRlBZr8UTR3Y_YXB9U1T,gE0JM5wRAtGM0zeXuuZT-ALVylo3-rvPH4LL5Rl99K1ESHzCGIhqA9IRyHLZ6RtTNuK99ItswppT5Q,114
3e86a480-8229-4088-bbba-9ef66c4fd23c,RANKED_SOLO_5x5,SILVER,I,2c6daP1fytkGXjpzpfPyeEIJMoxd4f_9BzQ72MHPP_hk2pl0,IIEmin3mII,0,173,184,0,0,0,0,cfm3SUc7hZPi44dTWIBlyhJbyggYhbSDko-47IZgNrK_6VJ70bXs_3dL,CpnBwGByd2P-jv_Q0B-_esi0tTCwLQ6-CpuARXSmna2J_rueQ43kJgneQ5Y1zn6KgtU775MhR8XAqg,64
16d4a31c-7c7d-4fdb-8edc-51a215af171a,RANKED_SOLO_5x5,SILVER,I,xUOYQztA_f8vD7ql-3_zo6mpNmR0CJfIUudCdbq1IHlBulTo,Pluto Relinquish,52,25,19,0,0,0,0,_2oiS8JYvLJsSVfZ3h277uXkQqwk_JsgnAhf71m6VDImcy3Z9yN1S8V4,oxVbPn0LTAgih7_D1EhhwvlWDQGGXh_dxuM1lSOHynKHAf2EsJZOblJ1-MdBlJxKlypE5KpqlBrCiw,44
78842174-1607-47e5-91aa-2bf76eea6806,RANKED_SOLO_5x5,SILVER,I,ygdC0SENUJcNyXiKrOketAsLMxn9n6jnPKqQD6CZKL1X5kMx,Absolute Fool,100,42,38,0,0,0,1,Kze1kkyUrvVYjJf3Ei2aGg1SIclSf8uvWVUkpGCWbG5T2-RKMDhvmloR,KsH6EYlAuEyz5oxVlN8cSTHNxpD013ZLn3vDV6xfmeh4yBnrustlphwfuVYGZp-vPU-L3uD6dbizmg,46
4a87ae00-3e69-4e27-ae56-42b8aaf39215,RANKED_SOLO_5x5,SILVER,I,5B3qR2xlTtSvFexJq8HMfHRsvlzZt4-Pfj8IPWbOvhOy9xGq,pro wilsonz,0,31,32,0,0,0,0,bf_3rcHtxvOLkY2dzW1qJRBcK_qDxRjmoz-V5k5_B9-bP_7PNMakAzEw,2TtdZ5KlsCx1T90p7-G8ucroTWVn2gxg_pzIPuMz9KlBUghGOP2PvIsPm1fkk5wM6V2MqOk5CbOsGQ,96
c115ae0c-9100-4329-b0f4-bf1a1a74fb4b,RANKED_SOLO_5x5,SILVER,I,PAuAvx_h6T287slTSRSzKukT-c0XSHUhjvwelV5FwId7hrg0,Nexiiss,59,144,128,0,0,0,1,iUGsT2vqTy0qIhZASDnDunexeIDaZxGCrtVQajJqKn-sLTO5hi5tuPZ2,E7ScWS7_VPOFkdED-qWO4_f1V1-aHvAWSEHE-5xhWP14XbzkfOSfcUIWt--x3rcMHI0qrEL3pX5Fhg,101
7c4cdcc8-8b58-4ed1-b227-f5bd96b50e8c,RANKED_SOLO_5x5,SILVER,I,ZYnsRzHd93QLTWoP88C6chkB2oRfB9qdmOVtNxD9AE0XMmv6,Plam V,0,24,15,0,0,0,0,l_4bwxNzAtvIWhedUlzuqU8Wr085t6JFIgNnUYx0LPKXk3xjm8YHNtIm,KUkETKwmB4KEb5ma-KloLZ0O5K6tWAjj19f-vIlBE6jdDwh5HdhFiyvomBZM9p0qHMC94jvVMXrI9A,93
f969ef71-e0f4-4f80-a27a-c5ad4119f7db,RANKED_SOLO_5x5,SILVER,I,ukN5BWCJQeuPH0laNAtXgZoS8Lsb6Lqld-hR1VEo-wWNEEa4,NA Estel,30,24,14,0,0,0,0,kkMnxqcTHGlJHcy_JRUo4Xjg7LmhP40MBNBaryXyCik51-6FPP4WKZDh,4jBUMI1uZt7XYHHLLUH-vwhbInlYn9Cv7aGMGVCl1ct7l_eH45Uzkm42IWhmoFSS10TIL2Bs1c_sxw,55
1b83a867-1447-44bd-8463-4e65b6a99bb3,RANKED_SOLO_5x5,SILVER,I,lf5Iyu_NcydWpcRRG8a83tmJzby87RePO_S-AmGb8GE4hUET,Mirio kun,7,197,224,0,0,1,0,95TikLJbWymBerngLTXGO-oP9YF84BIyGB9-5iXRqm_3jk5_ZI6UCtwk,W4MR0CMGDisXLfB_SIKO3KjC4OuRs0RjMzBaDNtOJ_RyKvdJcAjxBhPpZ3Ms_rfv76XZeJP6R3sAYg,190
e63bc7aa-decb-4802-98c5-54fb2ce407d4,RANKED_SOLO_5x5,SILVER,I,Z2McQ6oKrvtUEuaprrcofuzGAt1b7P4w88fAhbdtZvW_CT9-,DCHS2013,41,20,17,0,0,0,0,OIDFuKppyKmqu37b0NB1n_blE5XRom3RV2kamyo-XcR0lWf2tfQ2huIk,mBmBVlT27oAj_UK24gUgcM7KxSfmJkVgVDcy739ZzNjAWcLZSnBASP_KOxq1DWDp070r4xbluxhtig,44
05fe8f34-6914-4668-91db-03373b883249,RANKED_SOLO_5x5,SILVER,I,uy6pvWEQx5vidRdjhQMa7DVWGcQ954cDoH1gjYhGFXuumBay,WhyDoIDoThisUgh,80,46,41,0,0,0,0,DR8L44ju6Q0TxnxgMDgtDGUnty9-J7r0VrfxeZA_jERQ_aupZECa8-lj,JD1iy5p3FaHymPVNVwu3FfMGTKIZ4UtG1xUmdjeZceQPUTsRTBC2jsib9erkXjjJQ8a37RMYEDHPhA,57
bc6624a3-e5a5-44cd-8912-805399f34616,RANKED_SOLO_5x5,SILVER,I,kG24qah3lSKFgBUtsPL8rYMQcp1HN5jHmb43inzN6LgzhiQA,Im The Teemo,78,25,10,0,0,0,0,HzmtBPr6s88Mi2ukFFDvr0lpOyypZSs2e93exPE31NAafU6DTh9Vk47x,OQSdeOuUQ45TJNx_kDuBAFWfEU19wCDdx2nFHGfiD3rb8I_s_79NvwDkoxocADGt3g2DAJpAxMdhEw,33
861ad913-fb6f-45ea-895e-3d6239404131,RANKED_SOLO_5x5,SILVER,I,AAac-E4ViNYK-dzlxXkkVtjEsLyAkVfXCip0HsQcYgWIK1Uk,Valkirys,0,25,24,0,0,0,0,ZBVIzC9ltMCSeoPj4vS439EMf5zZYKLGnrkGXqp_kc1x5gN44vEkZe_1,SomJzV_8RG6hmTTftgOsda2-qHdO3kA0E3SuwJ0UBX_M-D4obKtgNxGYgzCeT59Ka6iwG_ZCiDR18Q,105
23894889-71f1-42a4-9bf5-d541e2efce2a,RANKED_SOLO_5x5,SILVER,I,bP7qbtwAj4orcN80k2weWe0C7hKZYVstYvxf_O1hGoaY_WML,Ten Shin Gank,38,273,273,0,0,1,0,T1fQ-uJzIBhVD_ZdC23fe2ImJjgfQAuiaf2Xa0S2fG1MuY04_oQ_8SUz,wOl9ychOZuysVs8NmpGqDgXC7zKiqYQ9iEB3zh57fvjxX2F3xLG99jyEOacxm_CYj_6a6N-0BWVzoQ,131
08e9552d-5c98-4ff2-b56a-4a9d0c45330c,RANKED_SOLO_5x5,SILVER,I,HtlekyLGW1fBc8rQVZdnQh5tkmAHdtT2Rn8lBYJu6EM8lcrE,AGO Apollo,40,4,8,0,0,0,0,wkGSRkFQEnZ--eJvajoXlFCS29Omg1YkQH7sPENDTQ2w6_kdwNGuzYc4,vWjXow32oSWRgItIgoKmMDDh_NOralc5X-a5uAM9dczyDWjH1d1KnktS6yFE7nL4zlBzrk-gwnmMIQ,83
9c1e2988-a420-49fb-8ce7-f6ad42872c94,RANKED_SOLO_5x5,SILVER,I,2Z7YHOdc89G4y8i93wSFfaArMoZMtVNZeim6H5T-lj4hDI65,Sammyyy,100,40,29,0,0,0,0,OMWWqaeDt0qJVGt8VAkt4uea4yM4eGfZlrviYiQEG2_axehO5s6KxouO,a929JGNp6Shvnlh10bnsp7PgcjG7SCjqKdPOx9pBiOwbJ3EovV8DO4F73dWrgbIiuvSbIbJR3-K5OQ,40
9122d702-0487-4858-ab6e-08441d9e5cf4,RANKED_SOLO_5x5,SILVER,I,JpeV85zT-XzK0x3g2xfSYCyFF1jS-R54RkV5nrzJuHryljU7,HMU Vajanna Pics,14,30,15,0,0,0,0,mO5DW5KRBu4oaQDbTdi9f_YxUpg_Jo6utUXYgHbb_oMxuRBPsug4gHlg,38nkmHMH4ZZLl3Bg7uTD20OGUwRZ60L-vjYwBmEZTDLi_xkN_NbsVXorrJIDy8mt2RDYZX6PJHPd7g,38
9a811c8b-69d8-4a5b-b900-33fa849b5240,RANKED_SOLO_5x5,SILVER,I,OaePpG3c2VBr4yVzqIWsbzC4U_4hVed49cSiKyC-UJuq5Oxe,Windy Rain,0,28,15,0,0,0,1,4urj_FIljdi1_bJZzWc4j3-cLcCpoTVjxUzuJOcIKnPklt5IhQ7dyiU1,jzWGk17A8Aa_Ssok5-nDnI7sK9Sxjs5hKwBjBe_fwWISHsJSmf4GvouoFiJ7UNfQLNa0D86c8Qn8Nw,35
77a998e5-4022-4351-8136-26bec5bdbb21,RANKED_SOLO_5x5,SILVER,I,d4fE0IsRoiwjOSS-LDEBJT3U8-HuUM-FFsmNYEyqG57nKPGW,Donkeylipps,5,137,124,0,0,0,0,zeV_vuPMdk0vFEzWc3Jq_flKboYSg-Gvjz7r1mmD6xTeuDBTuNrLeWPz,EyGlnSixo7lpMZ_VJ-2uLXEa-3-Wi07oWC9xI3jcrD5dT3bNnryK5jrt29WjshjYlOq97YhU2Vz_hA,149
4a06473e-3113-4343-8182-a1ccd7a7ee6f,RANKED_SOLO_5x5,SILVER,I,7iwaPOp8bLC6hRDC5kaJCAD1cjMk2J4u5MWdStIvAISC7jvy,Epic Sona Carry,100,37,37,0,0,0,0,aFK40ZfQLZYVuQuc7rWWeLAHY9UpYz5tVpp6f3LNwJvyx9nw2iik3ze7,NadcraU6oc39pgLWqxvHZ4fy-QKmjQXxy2v6nRmiwXRcznTf0cOpNJWWT8kf8QtsxtfMo5MIRdklmA,65
ab2b4690-80dc-4751-9621-13bc0112ab83,RANKED_SOLO_5x5,SILVER,I,j4AXmh9daRUqqm7X_K0Ct6oM3nrCw-0edoAzsRhkHXxjtuH_,MxClouty,38,44,38,0,0,0,0,kP4sCXkGXj9-odh-XPZr1W-doMwaOW8SfhdWPKrYIM6UcsdE7bDaXGeY,wnynqWaJ3sWs05f3FCQqOLKFqL83RFoboQ4V3gt7Eq7Wx14hBy07pmm_kQVlSlI-FS67Zi1JhmcV4w,53
5487b918-5aad-4575-8cf6-1760b54ff322,RANKED_SOLO_5x5,SILVER,I,UHL9y1JKmLNk3lLXKQtf8UJ8IgvSV8imJetDmDFllf9F6YFV,Prestine Rapier,52,520,554,0,0,1,0,9rEAeMJZgTyKAs872EmMU8j9vbmMT0_SGf1J-QiMN_8t7Z7D61tNHCA5,kFLmg9YcZJON27WEXWfJ-tpJrgAzoUzXomD-MZunNrsRgmRGtvtGwUQx_UYa1vz5lXiMw9zAaK4Ltw,135
899b9ee2-f170-463f-83b5-3baab729a35b,RANKED_SOLO_5x5,SILVER,I,sgovLObHJqbFIOec4tJBddjAdwLV2g3LYWl9bFXxV29iboSs,Proven BusDriver,0,16,12,0,0,0,1,ho4oo8YnfyNWtCCRcbb5kU9Zz14PbJhqnEUa6p9xFZvWXty5my0H_sJl,w4Z9IEQcQgjR38RLeQGerqlmqTq7jTbBFVWQYePiRJZiOPUYVKclh5LP1x3XRtEw9r7wHNEubCKwuw,44
4c621ad7-9d51-4db2-86ec-978b20086f18,RANKED_SOLO_5x5,SILVER,I,l_HIY5wsMQALHTxnMo8jSOA0Io5eakYcGD_HjbnBA-1OnnJm,Kazuma Kìryu,76,32,21,0,0,0,0,zcADEXKcZLvYqVju2qAWh4ggBGWMx1BgAIxsoliQeQzFqlEdLPqpEuV7,9zmq6J6Nww0x8bmiIlIQcUS_3i71onlbSG2MSIUTwfuFu176SP9AmR7iKdP-OeeNo6XzOa7ul35x3w,42
2820f94c-915f-4acc-936c-97a65f882a85,RANKED_SOLO_5x5,SILVER,I,sbSA2ZaFwvMRZXOcJihemqoD3VymtgeKrsr-GcsgiogD7R7H,Hecari,77,56,59,0,0,0,0,tWVXHmEPduNbGm1t-n7zVEzama4wTufFBLRGuWoB2LdfoywB8vX16k0X,fe43qYSBm6OixgEfOw8-nCVazZV6zGROGAv8_7Q8LWYaOdgjsEPt_JFOTAhq5CQdp54m7t4ATcMFyA,42
9d3f5c00-bb20-49f3-8ba7-2b6d7f245479,RANKED_SOLO_5x5,SILVER,I,EftoIcGONB9Sdr2lhm690m4FI5e-NzvQqBqgKuPVYjjQ1wXb,Shr1mp ravioli,0,81,87,0,0,0,0,5_qhDndmbQUqOjDvslEVDTe1I00ESdvhQj-UpzBCj7BA7yMK8rT9As_p,UGupeVkuf8LBsdwisoutxaWQ7aQ9y3EFSwg2RcWybOGu0LUhSXGjCGP_VOZ-eWm88oGPjArqP2GSJQ,143
65dbeebe-0e11-4c58-b72f-4a6177adcc2a,RANKED_SOLO_5x5,SILVER,I,K0Dr9KlFMHnax8SsryV_kjr5LqusQcRs855_rq335UWpx6HN,Nam is Noobie,56,245,266,0,0,0,0,EIQWBFnLFmGfPfcmahqfZH-JHEIMZStJeS_O1WN1QAHPfn8RUCwjeSVX,yLFSlYLMl8TY3LVa5iihxaLwhLoVK7kTr-Y2nx2I32VILucgKMHfq6v8_5Yvz_7gql2d32jS7drX3A,148
